Root_ID	Top_in_out_region	Community_labels	Predicted_NT_type	Predicted_NT_confidence	Verified_NT_type	Verified_Neuropeptide	Body_Part	Function	Flow	Super_Class	Class	Sub_Class	Hemilineage	Nerve	Soma_side	Primary_Cell_Type	Alternative_Cell_Types	Cable_length_nm	Surface_area_nm^2	Volume_nm^3
720575940381905254	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940386709331	NO_CONS	soma_in_brain	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940387110289	NO_CONS	sensory_neuron	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940389711170	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940407089948	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940407172406	NO_CONS	soma_in_brain	_	_	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575940423635663	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940455504211	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940466517897	NO_CONS	sensory_neuron	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940471330221	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940530053271	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940532409661	NO_CONS	sensory_neuron	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940536617639	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940543356738	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940549049418	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940552653698	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940552915839	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940573388013	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940576446416	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940598878461	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940620993479	NO_CONS	glia	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940629827171	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940643564792	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940645033720	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940664354626	NO_CONS	_	_	_	_	_	_	_	afferent	sensory	_	_	_	left_antennal_nerve	left	_	_	_	_	_
720575940667310383	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940671284227	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940712830808	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940716005679	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940718065503	NO_CONS	soma_in_brain	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940734458782	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940739201896	NO_CONS	sensory_neuron	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940747802362	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940759202728	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940768048886	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940782753495	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940790368365	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940810412780	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940816048491	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940824565365	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940845592414	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940857006153	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940862294776	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940874541951	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940892921940	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940904283578	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940926161564	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940933900853	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940997489896	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575940999091146	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941003800156	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941016692088	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941017949283	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941018989929	NO_CONS	sensory_neuron	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941045288190	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941047047745	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941047819142	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941048455492	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941065141997	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941071734516	ME.NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941074395353	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941076956631	ME.NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941092647849	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941106590134	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941115044334	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941143269191	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941169842515	NO_CONS	sensory_neuron	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941171447866	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941173040140	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941176100655	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941200956966	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941206296150	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941210294102	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941215704637	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941234868998	NO_CONS	sensory_neuron	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941242726099	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941278826444	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941304733258	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941312076502	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941315303926	NO_CONS	sensory_neuron	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941330661402	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941333454302	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941340259341	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941345672048	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941350274352	T2_MESONM.T1_PRONM	soma_in_VNC	ACH	0.73	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	18B	_	left	GFC1	GFC1	_	_	_
720575941350334256	INTTCT.LTCT	soma_in_VNC	GABA	0.96	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_restricted	00A	_	left	IN00A059	IN00A059	_	_	_
720575941350352176	T2_MESONM	soma_in_VNC	GLUT	0.91	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_ipsilateral_restricted	21A	_	left	IN21A042	IN21A042	_	_	_
720575941350354224	INTTCT.HTCT	soma_in_VNC	GABA	0.95	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	06A	_	right	IN06A085	IN06A085	_	_	_
720575941350374960	WTCT	soma_in_VNC	GLUT	0.95	glutamate	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	08A	_	right	IN08A011	IN08A011_IN08A018_T2_L	_	_	_
720575941350393904	INTTCT.WTCT	soma_in_VNC	GABA	0.96	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	06B	_	right	IN06B047	IN06B047	_	_	_
720575941350395952	WTCT	soma_in_VNC	GABA	0.97	gaba	_	_	proprioception	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	00A	_	left	IN00A022	IN00A022	_	_	_
720575941350396464	WTCT	soma_in_VNC	GABA	0.99	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	00A	_	left	IN00A043	IN00A043	_	_	_
720575941350409264	INTTCT.HTCT	soma_in_VNC	ACH	0.92	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	08B	_	right	IN08B073	IN08B073	_	_	_
720575941350413360	T2_MESONM	soma_in_VNC	ACH	0.93	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	04B	_	right	IN04B108	IN04B108	_	_	_
720575941350420016	T2_MESONM	soma_in_VNC	ACH	0.96	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	03A	_	left	IN03A071	IN03A071	_	_	_
720575941350424112	T3_METANM	soma_in_VNC	GLUT	0.93	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_contralateral_restricted	14A	_	left	IN14A018	IN14A018	_	_	_
720575941350427696	T3_METANM	soma_in_VNC	ACH	0.94	acetylcholine	_	_	proprioception	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	10B	_	right	IN10B052	IN10B052	_	_	_
720575941350441008	WTCT	soma_in_VNC	GLUT	0.98	glutamate	_	_	proprioception	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_interconnecting	16B	_	left	IN16B092	IN16B092	_	_	_
720575941350441264	T2_MESONM	soma_in_VNC	ACH	0.91	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	20A.22A	_	left	IN20A.22A085	IN20A.22A085	_	_	_
720575941350443312	T3_METANM	soma_in_VNC	ACH	0.96	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_restricted	01A	_	right	IN01A057	IN01A057	_	_	_
720575941350444592	T2_MESONM.NO_CONS	innervates_T2_leg_innervates_leg_innervates_right_side_of_body	_	_	_	_	middle_leg	flex_coxa_trochanter_joint_leg_motor	efferent	motor	leg_motor_neuron	middle_leg_motor_neuron	24B.25B	right_mesothoracic_leg_nerve	right	trochanter_flexor	trochanter_flexor_trochanter_flexor_MesoALN_posterior_soma	_	_	_
720575941350455344	T3_METANM	soma_in_VNC	GABA	0.96	_	_	_	proprioception	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_restricted	19A	_	left	IN19A117	IN19A117	_	_	_
720575941350471472	T3_METANM	soma_in_VNC	GABA	0.96	glutamate	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	16B	_	left	IN16B086	IN16B086	_	_	_
720575941350473008	HTCT	soma_in_VNC	ACH	0.95	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	08B	_	right	IN08B108	IN08B108	_	_	_
720575941350482992	ANM	soma_in_VNC	ACH	0.55	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_restricted	_	_	right	INXXX346	INXXX346	_	_	_
720575941350526512	GNG	soma_in_brain	SER	0.52	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	MD_SA1	_	right	CB1563	CB1563	_	_	_
720575941350528560	NO.FB	soma_in_brain	ACH	0.82	_	_	_	_	intrinsic	central_brain_intrinsic	central_complex_intrinsic_neuron	PFN	DM1_CX_v	_	right	PFNd	PFNd	_	_	_
720575941350531376	SPS	soma_in_brain	GLUT	0.7	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	putative_primary	_	right	PS280	PS280	_	_	_
720575941350550320	T1_PRONM	_	ACH	0.65	_	_	thorax	tactile	afferent	sensory	bristle_neuron	thorax_bristle_neuron	_	right_posterior_dorsal_mesothoracic_nerve	right	SNta09	SNta09	_	_	_
720575941350568496	T2_MESONM	_	ACH	0.64	_	_	middle_leg	tactile	afferent	sensory	bristle_neuron	middle_leg_bristle_neuron	_	right_mesothoracic_leg_nerve	right	SNta35	SNta35	_	_	_
720575941350569776	T2_MESONM	_	ACH	0.65	_	_	middle_leg	tactile	afferent	sensory	bristle_neuron	middle_leg_bristle_neuron	_	right_mesothoracic_leg_nerve	right	SNta37	SNta37	_	_	_
720575941350604336	T2_MESONM	_	ACH	0.79	_	_	middle_leg	tactile	afferent	sensory	bristle_neuron	middle_leg_bristle_neuron	_	right_mesothoracic_leg_nerve	right	SNta29	SNta29	_	_	_
720575941350764336	GNG	_	ACH	0.39	_	_	interommatidial	tactile	afferent	sensory	bristle_neuron	interommatidial_bristle_neuron	_	right_eye_nerve	right	BM_InOm	BM_InOm	_	_	_
720575941350864758	NO_CONS	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
720575941350878768	GA.EB	soma_in_brain	GABA	0.71	_	_	_	_	intrinsic	central_brain_intrinsic	central_complex_input_neuron	EB_input	EBa1	_	left	ER6	ER6	_	_	_
720575941350890544	SAD.INTTCT	CNS_neuron_soma_in_brain	ACH	0.93	_	_	_	_	intrinsic	descending	descending_neuron	_	LB7	_	left	DNge110	DNge110	_	_	_
720575941350979376	EB	soma_in_brain	GABA	0.99	gaba	_	_	_	intrinsic	central_brain_intrinsic	central_complex_input_neuron	EB_input	EBa1	_	left	ER3m	ER3m	_	_	_
720575941351040048	MB_CA.MB_VL	CNS_neuron_soma_in_brain	DA	0.57	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCab	MBp1	_	right	KCab	KCab	_	_	_
720575941351040304	T2_MESONM	soma_in_VNC	GABA	0.96	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_ipsilateral_restricted	01B	_	left	IN01B065	IN01B065	_	_	_
720575941351045936	T3_METANM	soma_in_VNC	GLUT	0.93	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_interconnecting	21A	_	right	IN21A071	IN21A071	_	_	_
720575941351118640	MB_CA.MB_VL	soma_in_brain	DA	0.57	acetylcholine	_	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCapbp	MBp4	_	left	KCapbp-ap1	KCapbp-ap1	_	_	_
720575941351123760	NO.UNASSIGNED	soma_in_brain	ACH	0.9	_	Mip	_	_	intrinsic	central_brain_intrinsic	central_complex_intrinsic_neuron	PFN	DM4_CX_p	_	right	PFNp_b	PFNp_b	_	_	_
720575941351164208	ME	CNS_neuron_soma_in_brain	ACH	0.65	_	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm2	Dm2	_	_	_
720575941351164464	T3_METANM	soma_in_VNC	GABA	0.95	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	_	_	right	INXXX053	INXXX053	_	_	_
720575941351169072	ME	CNS_neuron_T4_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4c	T4c	_	_	_
720575941351169840	ME	Tm1?_soma_in_brain	ACH	0.71	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941351170352	ME	CNS_neuron_soma_in_brain	ACH	0.94	_	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm2	Dm2	_	_	_
720575941351173168	LO	soma_in_brain	ACH	0.76	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351173424	LO.LOP	CNS_neuron_T5_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T5b	T5b	_	_	_
720575941351174704	ME	CNS_neuron_soma_in_brain	ACH	0.97	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm2	Tm2	_	_	_
720575941351178288	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4c	T4c	_	_	_
720575941351179824	ME.LOP	soma_in_brain	ACH	0.86	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941351182640	ME.LO	CNS_neuron_soma_in_brain	ACH	0.96	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary_y	_	_	_	right	TmY3	TmY3	_	_	_
720575941351183664	ME.LO	soma_in_brain	ACH	0.88	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351188272	LO.LOP	CNS_neuron_T5_neuron_soma_in_brain	ACH	0.99	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T5b	T5b	_	_	_
720575941351189040	LOP	CNS_neuron_soma_in_brain	ACH	0.51	glutamate	_	_	_	intrinsic	optic_lobe_intrinsic	lobula_plate_intrinsic	_	_	_	right	LPi02	LPi02	_	_	_
720575941351191344	ME.LOP	CNS_neuron_T4_neuron_T4a?_soma_in_brain	ACH	0.94	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4c	T4c	_	_	_
720575941351191856	LO.LOP	CNS_neuron_T5_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T5b	T5b	_	_	_
720575941351206960	ME	soma_in_brain	ACH	0.68	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351220784	LO	CNS_neuron_soma_in_brain	_	_	_	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm21	Tm21	_	_	_
720575941351226160	ME	soma_in_brain	ACH	0.63	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351251248	LO.LOP	CNS_neuron_T5_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T5a	T5a	_	_	_
720575941351260208	ME	soma_in_brain	GLUT	0.8	glutamate	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm3q	Dm3q	_	_	_
720575941351269936	ME	CNS_neuron_soma_in_brain	GABA	0.45	gaba	_	_	_	intrinsic	optic_lobe_intrinsic	proximal_medulla	_	_	_	right	Pm01	Pm01	_	_	_
720575941351300144	NO_CONS.LO	soma_in_brain	ACH	0.95	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351323440	LO.LOP	CNS_neuron_T5_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T5a	T5a	_	_	_
720575941351325232	ME.LOP	CNS_neuron_T4_neuron_T4d?_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4b	T4b	_	_	_
720575941351325744	LOP.ME	CNS_neuron_soma_in_brain	ACH	0.55	glutamate	_	_	_	intrinsic	optic_lobe_intrinsic	y_neuron	_	_	_	right	Y11	Y11	_	_	_
720575941351343408	LO	soma_in_brain	SER	0.36	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351347760	ME	CNS_neuron_soma_in_brain	ACH	0.93	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm3	Tm3	_	_	_
720575941351350576	ME	soma_in_brain	GLUT	0.81	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351357232	ME	CNS_neuron_soma_in_brain	ACH	0.69	_	_	_	_	intrinsic	optic_lobe_intrinsic	medulla_intrinsic	_	_	_	right	Mi13	Mi13	_	_	_
720575941351367984	LO	soma_in_brain	GLUT	0.6	_	_	_	_	intrinsic	optic_lobe_intrinsic	lobula_intrinsic	_	_	_	right	Li01	Li01	_	_	_
720575941351369520	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	0.99	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4a	T4a	_	_	_
720575941351371824	ME	soma_in_brain	ACH	0.6	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351384112	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	0.99	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4d	T4d	_	_	_
720575941351387440	LO.LOP	CNS_neuron_T5_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T5a	T5a	_	_	_
720575941351388464	LO.LOP	CNS_neuron_T5_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T5c	T5c	_	_	_
720575941351388720	ME	soma_in_brain	GLUT	0.92	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351390512	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4c	T4c	_	_	_
720575941351392048	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	0.99	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4b	T4b	_	_	_
720575941351393840	ME	CNS_neuron_soma_in_brain	ACH	0.95	_	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm2	Dm2	_	_	_
720575941351394096	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4a	T4a	_	_	_
720575941351399728	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4b	T4b	_	_	_
720575941351407664	LOP.PLP	soma_in_brain	ACH	0.98	_	_	_	_	intrinsic	visual_projection	lobula_lobula_plate_columnar	_	_	_	right	LLPC2	LLPC2	_	_	_
720575941351408688	ME	soma_in_brain	GLUT	0.47	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351421488	LO.LOP	CNS_neuron_T5_neuron_soma_in_brain	ACH	0.99	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T5a	T5a	_	_	_
720575941351427632	ME	soma_in_brain	GLUT	0.67	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351427888	ME	soma_in_brain	GLUT	0.73	glutamate	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm3q	Dm3q	_	_	_
720575941351429936	ME.LO	soma_in_brain	ACH	0.65	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351431216	LO	CNS_neuron_soma_in_brain	ACH	0.96	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm9	Tm9	_	_	_
720575941351436336	ME	CNS_neuron_soma_in_brain	GABA	0.5	gaba	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm10	Dm10	_	_	_
720575941351438384	ME.UNASSIGNED	CNS_neuron_T4_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4b	T4b	_	_	_
720575941351441200	ME	soma_in_brain	GLUT	0.63	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351444272	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4d	T4d	_	_	_
720575941351446576	ME	CNS_neuron_soma_in_brain	ACH	0.32	gaba	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm10	Dm10	_	_	_
720575941351451184	LOP	soma_in_brain	GLUT	0.83	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941351470128	LOP	soma_in_brain	ACH	0.85	acetylcholine	_	_	_	intrinsic	visual_projection	lobula_lobula_plate_columnar	_	_	_	right	LLPC1	LLPC1	_	_	_
720575941351471152	AVLP	soma_in_brain	GABA	0.55	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	VLPl4_anterior	_	right	AVLP421	AVLP421	_	_	_
720575941351478064	ME	CNS_neuron_soma_in_brain	GLUT	0.63	glutamate	_	_	_	intrinsic	optic_lobe_intrinsic	medulla_intrinsic	_	_	_	right	Mi9	Mi9	_	_	_
